Fault
FaultName,CTGSkip,CTGSolved,WhoAmI,FaultLocation,FaultType,FaultType:1,FaultImpedance,FaultImpedance:1,FaultLocationActual,ABCPhaseI,ABCPhaseAngle,ABCPhaseI:2,ABCPhaseI:3,ABCPhaseI:4,FaultThevImp,FaultThevImp:1,ABCPhaseI:1,ABCPhaseAngle:1,ABCPhaseI:5,ABCPhaseI:6,ABCPhaseI:7,FaultThevImp:2,FaultThevImp:3
B_000028JO345,NO,YES,Bus '28',,3PB,None,"0,000","0,000",,"62,31565","-100,63040","  62,316","  62,314","  62,314"," 0,00056"," 0,01652",,,,,,,
B_000029JO138,NO,YES,Bus '29',,3PB,None,"0,000","0,000",,"27,79849","-101,93504","  27,798","  27,798","  27,798"," 0,00351"," 0,03650",,,,,,,
B_000030CAROL138,NO,YES,Bus '30',,3PB,None,"0,000","0,000",,"19,77947","-101,65826","  19,779","  19,779","  19,779"," 0,00841"," 0,05006",,,,,,,
B_000031SLACK345,NO,YES,Bus '31',,3PB,None,"0,000","0,000",,"52,74758","-100,69253","  52,748","  52,746","  52,746"," 0,00139"," 0,01948",,,,,,,
B_000032NICOL138,NO,YES,Bus '32',,3PB,None,"0,000","0,000",,"20,25591","-101,21352","  20,256","  20,255","  20,255"," 0,00820"," 0,04902",,,,,,,
B_000033NICOL69,NO,YES,Bus '33',,3PB,None,"0,000","0,000",,"11,95990","-101,54362","  11,960","  11,960","  11,960"," 0,01575"," 0,08306",,,,,,,
B_000034PATTEN69,NO,YES,Bus '34',,3PB,None,"0,000","0,000",,"11,80325","-96,98370","  11,803","  11,803","  11,803"," 0,02687"," 0,08077",,,,,,,
B_000035SLACK138,NO,YES,Bus '35',,3PB,None,"0,000","0,000",,"24,76925","-101,62696","  24,769","  24,769","  24,769"," 0,00380"," 0,04113",,,,,,,
B_000037AMANDA69,NO,YES,Bus '37',,3PB,None,"0,000","0,000",,"10,83235","-93,67123","  10,832","  10,832","  10,832"," 0,03602"," 0,08576",,,,,,,
B_000038RAY345,NO,YES,Bus '38',,3PB,None,"0,000","0,000",,"39,42719","-101,17263","  39,427","  39,426","  39,426"," 0,00225"," 0,02584",,,,,,,
B_000039RAY138,NO,YES,Bus '39',,3PB,None,"0,000","0,000",,"34,86936","-101,72898","  34,869","  34,869","  34,869"," 0,00388"," 0,02870",,,,,,,
B_000040TIM138,NO,YES,Bus '40',,3PB,None,"0,000","0,000",,"27,67639","-102,01001","  27,676","  27,676","  27,676"," 0,00588"," 0,03561",,,,,,,
B_000041LAUF138,NO,YES,Bus '41',,3PB,None,"0,000","0,000",,"26,68133","-103,52815","  26,681","  26,681","  26,681"," 0,00567"," 0,03705",,,,,,,
B_000044LAUF69,NO,YES,Bus '44',,3PB,None,"0,000","0,000",,"29,46198","-102,65173","  29,462","  29,461","  29,461"," 0,00718"," 0,03387",,,,,,,
B_000047BOB138,NO,YES,Bus '47',,3PB,None,"0,000","0,000",,"30,40794","-104,55339","  30,408","  30,407","  30,407"," 0,00518"," 0,03187",,,,,,,
B_000048BOB69,NO,YES,Bus '48',,3PB,None,"0,000","0,000",,"25,28104","-104,51915","  25,281","  25,280","  25,280"," 0,00817"," 0,03870",,,,,,,
B_000050DAVIS69,NO,YES,Bus '50',,3PB,None,"0,000","0,000",,"12,73535","-100,74083","  12,735","  12,735","  12,735"," 0,01736"," 0,07819",,,,,,,
B_000053SANDERS138,NO,YES,Bus '53',,3PB,None,"0,000","0,000",,"30,33952","-104,83179","  30,340","  30,339","  30,339"," 0,00515"," 0,03202",,,,,,,
B_000054SANDERS69,NO,YES,Bus '54',,3PB,None,"0,000","0,000",,"26,56672","-100,99743","  26,567","  26,566","  26,566"," 0,00977"," 0,03602",,,,,,,
B_000055DEMAR69,NO,YES,Bus '55',,3PB,None,"0,000","0,000",,"10,53351","-89,56121","  10,534","  10,533","  10,533"," 0,04145"," 0,08477",,,,,,,
B_000056LYNN138,NO,YES,Bus '56',,3PB,None,"0,000","0,000",,"17,22456","-100,13686","  17,225","  17,224","  17,224"," 0,00754"," 0,05871",,,,,,,
