bus,pre_fault_V_mag,pre_fault_V_ang_deg,P_net,Q_net,P_gen,Q_gen,P_conv,Q_conv,P_load,Q_load,P_shunt,Q_shunt,I_SCC_mag_pu,I_SCC_ang_deg,SCL_pu,SCL_MVA
19,1.0113632213594477,-23.221276797025855,-0.1829999999999969,-0.04999999999999884,3.1086244689504383e-15,1.1657341758564144e-15,0.0,0.0,0.183,0.05,0.0,0.0,11.330744735201401,-93.24264768283662,11.330744735201401,1133.0744735201401
20,1.002782166218163,-24.207213068643508,-0.15299999999999986,-0.05000000000000161,1.3877787807814457e-16,-1.609823385706477e-15,0.0,0.0,0.153,0.05,0.0,-0.07240118924773381,5.379337218046912,-92.46690398943468,5.379337218046912,537.9337218046911
21,0.981906532830037,-26.81248433643314,-0.7439999999999976,-0.2680000000000039,2.55351295663786e-15,-3.885780586188048e-15,0.0,0.0,0.7440000000000001,0.268,0.0,0.0,16.092885556075757,-99.35639743169345,16.092885556075757,1609.2885556075757
5,1.0100667228579325,-25.14740626811254,-0.14000000000000085,-0.031999999999998856,-8.326672684688674e-16,1.1449174941446927e-15,0.0,0.0,0.14,0.032,0.0,0.0,11.944224737890028,-94.9539102258449,11.944224737890028,1194.4224737890029
1,1.0224351633370528,-16.068596866569806,1.816209695237086e-15,1.6345887257133772e-14,1.816209695237086e-15,1.6345887257133772e-14,0.0,0.0,0.0,0.0,0.0,0.0,32.49815588290562,-101.4087313818535,32.49815588290562,3249.815588290562
56,1.0221059891843824,-16.494072663721393,-0.13999999999999987,-0.03699999999999926,1.3877787807814457e-16,7.424616477180734e-16,0.0,0.0,0.14,0.037000000000000005,0.0,0.0,18.420075636523954,-99.35559986736023,18.420075636523954,1842.0075636523954
29,1.0235554172625643,-16.03047445160405,-9.090998329797666e-16,7.272798663838133e-15,-9.090998329797666e-16,7.272798663838133e-15,0.0,0.0,0.0,0.0,0.0,0.0,35.46945467937819,-101.59236261360309,35.46945467937819,3546.9454679378186
30,1.0058184839066073,-20.15015781804431,-0.2339999999999971,-0.06200000000000916,2.886579864025407e-15,-9.159339953157541e-15,0.0,0.0,0.23399999999999999,0.062,0.0,0.0,20.858399957137788,-100.77155207163449,20.858399957137788,2085.839995713779
3,0.9980416532950442,-21.28153183551991,-0.12300000000000033,-0.049999999999993924,-3.191891195797325e-16,6.078471059822732e-15,0.0,0.0,0.12300000000000001,0.05,0.0,0.0,20.414146614244824,-102.3383602740713,20.414146614244824,2041.4146614244823
32,1.0087014941599282,-19.624447761767666,3.352651598721762e-15,-2.6877206970963604e-14,3.352651598721762e-15,-2.6877206970963604e-14,0.0,0.0,0.0,0.0,0.0,0.0,21.492700970240815,-100.37555894754186,21.492700970240815,2149.2700970240817
33,1.0130967447027421,-21.38322470559874,-0.28000000000000064,-0.06000000000000235,-6.106226635438361e-16,-2.3522850334245504e-15,0.0,0.0,0.28,0.06,0.0,0.0,11.424486308833076,-102.65139702790826,11.424486308833076,1142.4486308833077
34,0.9954323049228745,-24.931406390843737,-0.2274,-0.030000000000001283,0.0,-1.2836953722228372e-15,0.0,0.0,0.2274,0.03,0.0,0.0,4.035703310724387,-91.74455527007676,4.035703310724387,403.57033107243876
35,1.0230843272655077,-16.574304982906778,9.086814210106444e-16,-7.269451368085155e-15,9.086814210106444e-16,-7.269451368085155e-15,0.0,0.0,0.0,0.0,0.0,0.0,25.04198811710734,-101.30328044512407,25.04198811710734,2504.198811710734
37,1.0067045265145478,-25.910237723627475,-0.26999999999997465,-0.029999999999986055,2.5368596112684827e-14,1.3943707299901575e-14,0.0,0.0,0.27,0.03,0.0,0.0,10.863245104270796,-93.14730074231788,10.863245104270796,1086.3245104270795
38,1.0225660551615692,-16.069647999756395,-4.541105514561968e-15,-7.265768823299149e-15,-4.541105514561968e-15,-7.265768823299149e-15,0.0,0.0,0.0,0.0,0.002927795744072342,0.0,39.46109143941212,-101.1171395723973,39.46109143941212,3946.109143941212
39,1.0088368270855195,-19.18421156103399,-2.240067747040263e-16,2.1504650371586523e-14,-2.240067747040263e-16,2.1504650371586523e-14,0.0,0.0,0.0,0.0,0.0,0.0,34.96751571458588,-101.49230229272533,34.96751571458588,3496.751571458588
40,0.9981280808711678,-21.005163767447012,-8.865158215264726e-16,-1.4184253144423562e-14,-8.865158215264726e-16,-1.4184253144423562e-14,0.0,0.0,0.0,0.0,0.0011955115989882724,0.0,27.857317261434684,-101.65479529275314,27.857317261434684,2785.731726143468
41,1.0007921814767158,-21.32536590775753,-1.0277698335347664e-15,3.5555280727689215e-15,-1.0277698335347664e-15,3.5555280727689215e-15,0.0,0.0,0.0,0.0,0.0014022189867068933,0.0,27.904921521423823,-102.69652235271991,27.904921521423823,2790.492152142382
24,0.9882730085944222,-25.78415634479474,-0.36300000000000726,-0.10399999999999861,-7.271960811294775e-15,1.4016565685892601e-15,0.0,0.0,0.363,0.10400000000000001,0.0,0.0,18.65042313941488,-93.90995369751299,18.65042313941488,1865.042313941488
47,0.9785451803598724,-23.400004417465578,-5.214736271383233e-15,2.7811926780710575e-14,-5.214736271383233e-15,2.7811926780710575e-14,0.0,0.0,0.0,0.0,0.0005745304020033211,0.0,30.384387902848484,-104.15944187940289,30.384387902848484,3038.4387902848484
44,1.02,-23.794741334484605,-0.3979999999999968,0.16198750353272928,0.20000000000000318,0.2849875035327293,0.0,0.0,0.598,0.12300000000000001,0.0,0.0,29.84864477412086,-102.32126765747304,29.84864477412086,2984.864477412086
14,1.0145925173998287,-24.36379062230397,-0.12199999999999994,-0.10199999999999924,0.10000000000000006,0.05000000000000075,0.0,0.0,0.222,0.152,0.0,-0.07411665429818796,17.940703637384136,-104.28076090680179,17.940703637384136,1794.0703637384136
54,0.9877700443925596,-25.748503870781143,-0.12429999999994677,-0.05729999999997881,5.322131624296844e-14,2.1191381982532675e-14,0.0,0.0,0.1243,0.057300000000000004,0.0,0.0,26.56961044194454,-100.54196456696111,26.56961044194454,2656.961044194454
53,0.9806474645687476,-23.582521543415236,0.4050000000000087,0.17199999999999716,1.0000000000000087,0.4499999999999972,0.0,0.0,0.595,0.278,0.00038466777990604523,0.0,30.312424488676378,-104.42985793390866,30.312424488676378,3031.242448867638
28,1.03,-13.151824563381075,2.9999999999999996,0.041440424091433385,2.9999999999999996,0.041440424091433385,0.0,0.0,0.0,0.0,0.0,0.0,63.56719651885921,-100.92358696557613,63.56719651885921,6356.719651885921
50,1.02,-22.623407624108378,0.23900000000000007,0.16446415126688926,0.38000000000000006,0.19446415126688926,0.0,0.0,0.141,0.03,0.0,0.0,9.510736668930575,-101.64171125967435,9.510736668930575,951.0736668930574
48,0.9945482538786811,-26.02647670920732,-0.3980000000000037,-0.2650000000000076,0.15999999999999626,-0.14000000000000762,0.0,0.0,0.5579999999999999,0.125,0.0,0.0,25.2040720201498,-104.06608399601635,25.2040720201498,2520.4072020149797
