bus,pre_fault_V_mag,pre_fault_V_ang_deg,P_net,Q_net,P_gen,Q_gen,P_conv,Q_conv,P_load,Q_load,P_shunt,Q_shunt,I_SCC_mag_pu,I_SCC_ang_deg,SCL_pu,SCL_MVA
56,1.0192062222872793,-17.464015043619003,-0.14000000000000082,-0.03700000000000206,-8.049116928532385e-16,-2.0539125955565396e-15,0.0,0.0,0.14,0.037000000000000005,0.0,0.0,17.220403920631792,-100.14208583435018,17.220403920631792,1722.0403920631793
29,1.0191551092905349,-17.437136417031347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.795049457968908,-101.94383967552925,27.795049457968908,2779.5049457968908
30,1.0039256186685257,-21.213782405178065,-0.2339999999999993,-0.062000000000018304,6.938893903907228e-16,-1.830480211850727e-14,0.0,0.0,0.23399999999999999,0.062,0.0,0.0,19.77632319854259,-101.67702692306756,19.77632319854259,1977.6323198542589
3,0.9975426027022751,-21.880508418851576,-0.12300000000000064,-0.050000000000001536,-6.245004513516506e-16,-1.5334955527634975e-15,0.0,0.0,0.12300000000000001,0.05,0.0,0.0,20.138748947717577,-102.9036555148487,20.138748947717577,2013.8748947717577
32,1.0065097491996693,-20.728956574096767,-8.660239810051526e-16,1.072752286148318e-14,-8.660239810051526e-16,1.072752286148318e-14,0.0,0.0,0.0,0.0,0.0,0.0,20.252928529236225,-101.23118439769459,20.252928529236225,2025.2928529236226
33,1.0110226445250703,-22.30725160880226,-0.27999999999999925,-0.06000000000000266,7.771561172376096e-16,-2.6645352591003757e-15,0.0,0.0,0.28,0.06,0.0,0.0,11.958924037254222,-101.56616948050657,11.958924037254222,1195.8924037254224
34,1.0047886027421014,-25.42179895053588,-0.22739999999999752,-0.029999999999998934,2.4702462297909733e-15,1.0651202142497596e-15,0.0,0.0,0.2274,0.03,0.0,0.0,11.803184020373717,-97.01743739356009,11.803184020373717,1180.3184020373717
35,1.022552857545223,-16.91242018092145,1.816418762148727e-15,5.4492562864461804e-15,1.816418762148727e-15,5.4492562864461804e-15,0.0,0.0,0.0,0.0,0.0,0.0,24.760214605524183,-101.6223051142571,24.760214605524183,2476.0214605524184
37,1.0067656723833374,-26.48086407881054,-0.2700000000000145,-0.029999999999980948,-1.4488410471358293e-14,1.9050733213177296e-14,0.0,0.0,0.27,0.03,0.0,0.0,10.824134617066694,-93.68564754786175,10.824134617066694,1082.4134617066693
38,1.0224255297521525,-16.139053800084564,1.3621444369144953e-15,0.0,1.3621444369144953e-15,0.0,0.0,0.0,0.0,0.0,0.0029269910988891155,0.0,39.41722722967239,-101.15993306417636,39.41722722967239,3941.722722967239
39,1.0087452321759232,-19.420150610781565,-2.2398643654851184e-16,-1.4335131939104758e-14,-2.2398643654851184e-16,-1.4335131939104758e-14,0.0,0.0,0.0,0.0,0.0,0.0,34.83335247493019,-101.709556496355,34.83335247493019,3483.335247493019
40,0.9978739620710557,-21.393908570959756,2.6588703560765187e-15,-1.4180641899074768e-14,2.6588703560765187e-15,-1.4180641899074768e-14,0.0,0.0,0.0,0.0,0.001194902933015264,0.0,27.654600448044064,-102.005432233721,27.654600448044064,2765.4600448044066
41,0.9998189142433855,-22.25027241046431,-1.7205340675255339e-15,1.0656210998867823e-14,-1.7205340675255339e-15,1.0656210998867823e-14,0.0,0.0,0.0,0.0,0.0013994930057903516,0.0,26.676584655018463,-103.54830388396768,26.676584655018463,2667.6584655018464
24,0.9882041871664461,-26.324970545507313,-0.36300000000000243,-0.10400000000000557,-2.4424906541753444e-15,-5.564992910933597e-15,0.0,0.0,0.363,0.10400000000000001,0.0,0.0,18.580495338278915,-94.40445059124734,18.580495338278915,1858.0495338278915
47,0.9785772643687625,-23.755205958462895,3.2593170308306966e-15,6.953209665772153e-15,3.2593170308306966e-15,6.953209665772153e-15,0.0,0.0,0.0,0.0,0.0005745680774036705,0.0,30.314748898758612,-104.5021848320682,30.314748898758612,3031.474889875861
44,1.02,-24.656979852533787,-0.3979999999999977,0.2632891997671575,0.2000000000000023,0.3862891997671575,0.0,0.0,0.598,0.12300000000000001,0.0,0.0,29.46376674052307,-102.68222660950765,29.46376674052307,2946.376674052307
14,1.008822310077961,-25.33001354654718,-0.12200000000000051,-0.10199999999999798,0.09999999999999949,0.050000000000002015,0.0,0.0,0.222,0.152,0.0,-0.07327601663839443,20.485971427158226,-103.7992761273124,20.485971427158226,2048.5971427158224
54,0.9880698170929573,-26.178290118469743,-0.12430000000006806,-0.05730000000002845,-6.807054919732991e-14,-2.8449465006019636e-14,0.0,0.0,0.1243,0.057300000000000004,0.0,0.0,26.486476174951495,-100.95642354820986,26.486476174951495,2648.6476174951495
53,0.9806697883272607,-23.947464762841957,0.4050000000000011,0.17199999999997348,1.000000000000001,0.44999999999997353,0.0,0.0,0.595,0.278,0.00038468529349513375,0.0,30.2465324668378,-104.78192650383592,30.2465324668378,3024.65324668378
28,1.03,-12.568386577116188,3.0000000000000013,0.016358682298880965,3.0000000000000013,0.016358682298880965,0.0,0.0,0.0,0.0,0.0,0.0,62.31739542859079,-100.6295503587427,62.31739542859079,6231.739542859079
50,1.02,-23.28737911072123,0.23900000000000007,0.11178374324861282,0.38000000000000006,0.14178374324861281,0.0,0.0,0.141,0.03,0.0,0.0,12.73534748670847,-100.77018482241277,12.73534748670847,1273.534748670847
48,0.9948345380324024,-26.41833491938527,-0.39800000000000335,-0.2649999999999998,0.1599999999999966,-0.1399999999999998,0.0,0.0,0.5579999999999999,0.125,0.0,0.0,25.161559510712667,-104.45432985205215,25.161559510712667,2516.155951071267
