bus,I_SCC_base_pu,I_SCC_scenario_pu,delta_I_SCC_pu,delta_I_SCC_pct,SCL_base_pu,SCL_scenario_pu,delta_SCL_pu,delta_SCL_pct,SCL_base_MVA,SCL_scenario_MVA,delta_SCL_MVA,V_base_pu,V_scenario_pu,delta_V_pu,delta_V_pct
20,10.484121388241356,10.441373076692845,-0.042748311548511,-0.4077433860738783,10.484121388241356,10.441373076692845,-0.042748311548511,-0.4077433860738783,1048.4121388241358,1044.1373076692844,-4.274831154851427,1.00820064387262,1.0083253659567402,0.0001247220841200658,0.012370760213065652
21,16.092790097416078,15.9752520513801,-0.11753804603597828,-0.7303770528570472,16.092790097416078,15.9752520513801,-0.11753804603597828,-0.7303770528570472,1609.2790097416078,1597.52520513801,-11.7538046035977,0.9819328077693118,0.9825535944994512,0.0006207867301394332,0.06322089711511873
5,11.953229109564342,11.815867142523029,-0.1373619670413131,-1.1491620028549716,11.953229109564342,11.815867142523029,-0.1373619670413131,-1.1491620028549716,1195.3229109564345,1181.586714252303,-13.736196704131544,1.010076887616059,1.0103042323820983,0.00022734476603925025,0.022507669349391787
1,32.49829632884024,30.455182282597065,-2.0431140462431756,-6.286834317619405,32.49829632884024,30.455182282597065,-2.0431140462431756,-6.286834317619405,3249.829632884024,3045.5182282597066,-204.31140462431722,1.0224242970849968,1.022276480539903,-0.00014781654509388176,-0.014457456216104905
56,18.43247066995663,17.256100123628773,-1.1763705463278562,-6.382055706971724,18.43247066995663,17.256100123628773,-1.1763705463278562,-6.382055706971724,1843.2470669956629,1725.6100123628771,-117.63705463278575,1.0220678700978654,1.022100234748948,3.2364651082694706e-05,0.003166585314886742
29,35.56506009618732,30.38472094882137,-5.180339147365945,-14.565810189426035,35.56506009618732,30.38472094882137,-5.180339147365945,-14.565810189426035,3556.506009618732,3038.4720948821373,-518.0339147365949,1.0235014369213289,1.023422297543959,-7.913937736980792e-05,-0.007732219468871243
30,21.0488227029227,20.057082696247665,-0.9917400066750339,-4.711617465129428,21.0488227029227,20.057082696247665,-0.9917400066750339,-4.711617465129428,2104.88227029227,2005.7082696247664,-99.17400066750338,1.005682158356925,1.0060969035267682,0.0004147451698430782,0.041240183729687054
3,20.41157815675392,19.773544331866606,-0.6380338248873123,-3.125842695686886,20.41157815675392,19.773544331866606,-0.6380338248873123,-3.125842695686886,2041.157815675392,1977.3544331866608,-63.80338248873113,0.9979754768324786,0.9983181254620668,0.00034264862958821585,0.034334373693807034
32,21.82989772468831,20.667149478130405,-1.1627482465579035,-5.326402630109003,21.82989772468831,20.667149478130405,-1.1627482465579035,-5.326402630109003,2182.989772468831,2066.7149478130405,-116.27482465579033,1.0085709259799815,1.0089435588821036,0.0003726329021220831,0.03694662343751512
33,12.280887223533728,12.047186087200824,-0.233701136332904,-1.9029662277580819,12.280887223533728,12.047186087200824,-0.233701136332904,-1.9029662277580819,1228.0887223533728,1204.7186087200823,-23.37011363329043,1.0124663766573148,1.0124477260998226,-1.865055749217248e-05,-0.0018420915422147452
34,11.847668661654987,11.803312100283495,-0.04435656137149202,-0.37439063024316466,11.847668661654987,11.803312100283495,-0.04435656137149202,-0.37439063024316466,1184.7668661654986,1180.3312100283497,-4.435656137148953,1.0047193808309154,1.004788081024101,6.870019318561127e-05,0.006837749375233048
35,25.045255828735392,23.652335172556192,-1.3929206561792,-5.561614805232088,25.045255828735392,23.652335172556192,-1.3929206561792,-5.561614805232088,2504.5255828735394,2365.233517255619,-139.29206561792034,1.0230681221927391,1.0234762983770598,0.00040817618432065217,0.039897263482886094
37,10.864936884714494,10.732968524999292,-0.13196835971520215,-1.2146261051995977,10.864936884714494,10.732968524999292,-0.13196835971520215,-1.2146261051995977,1086.493688471449,1073.2968524999292,-13.196835971519931,1.006712891459007,1.0070492768020023,0.0003363853429951824,0.033414228212342294
38,39.46217910044949,36.55799489369554,-2.9041842067539463,-7.359411651752567,39.46217910044949,36.55799489369554,-2.9041842067539463,-7.359411651752567,3946.217910044949,3655.7994893695545,-290.4184206753944,1.0225611069046237,1.022522737543771,-3.83693608525526e-05,-0.0037522804841169646
39,34.96586903118704,33.146992563121046,-1.8188764680659943,-5.201862611919319,34.96586903118704,33.146992563121046,-1.8188764680659943,-5.201862611919319,3496.586903118704,3314.699256312105,-181.88764680659915,1.0088301220610327,1.0090900963401228,0.00025997427909008053,0.02576987675179196
40,27.85433830999096,26.717797182421823,-1.1365411275691386,-4.080302015867587,27.85433830999096,26.717797182421823,-1.1365411275691386,-4.080302015867587,2785.433830999096,2671.7797182421823,-113.65411275691349,0.9981007107167016,0.9983149497631372,0.00021423904643558256,0.02146467226556175
41,27.900460245110796,26.643682464294468,-1.2567777808163285,-4.504505552149674,27.900460245110796,26.643682464294468,-1.2567777808163285,-4.504505552149674,2790.0460245110794,2664.3682464294466,-125.67777808163282,1.0006660672908492,1.001107702668621,0.0004416353777718651,0.044134141469144204
24,18.65699883959003,18.41274491379581,-0.24425392579422223,-1.3091812241308445,18.65699883959003,18.41274491379581,-0.24425392579422223,-1.3091812241308445,1865.699883959003,1841.274491379581,-24.425392579422123,0.9882695180627064,0.9884458708722458,0.00017635280953942623,0.01784460679158947
47,30.383396686514857,29.82183406692113,-0.561562619593726,-1.8482549050974468,30.383396686514857,29.82183406692113,-0.561562619593726,-1.8482549050974468,3038.3396686514857,2982.1834066921133,-56.15626195937239,0.9785511582925804,0.9789100842606548,0.00035892596807440835,0.03667932586178513
44,30.00495895033322,29.27883094413123,-0.7261280062019893,-2.4200266609394085,30.00495895033322,29.27883094413123,-0.7261280062019893,-2.4200266609394085,3000.495895033322,2927.8830944131228,-72.61280062019932,1.02,1.02,0.0,0.0
14,20.578514150458783,20.47107152856724,-0.10744262189154341,-0.5221106883907265,20.578514150458783,20.47107152856724,-0.10744262189154341,-0.5221106883907265,2057.851415045878,2047.107152856724,-10.744262189154142,1.00883028106753,1.0088223898384985,-7.891229031553593e-06,-0.0007822157185055156
54,26.569987314542992,26.11087251527941,-0.4591147992635811,-1.7279451202909917,26.569987314542992,26.11087251527941,-0.4591147992635811,-1.7279451202909917,2656.998731454299,2611.0872515279416,-45.911479926357515,0.9877977469682524,0.988403478696928,0.0006057317286756181,0.06132143250323552
53,30.3117584663162,29.8140671001562,-0.497691366159998,-1.6419085904008348,30.3117584663162,29.8140671001562,-0.497691366159998,-1.6419085904008348,3031.17584663162,2981.4067100156203,-49.76913661599974,0.980652983963534,0.98100059667681,0.000347612713276102,0.035447066287520534
28,63.61843047912992,43.04100569072857,-20.577424788401352,-32.34506829770312,63.61843047912992,43.04100569072857,-20.577424788401352,-32.34506829770312,6361.843047912992,4304.100569072857,-2057.742478840135,1.03,1.03,0.0,0.0
50,12.844027255855124,12.755678114199451,-0.08834914165567298,-0.6878616799524294,12.844027255855124,12.755678114199451,-0.08834914165567298,-0.6878616799524294,1284.4027255855124,1275.5678114199452,-8.83491416556717,1.02,1.02,0.0,0.0
48,25.20374014797489,24.904703270322408,-0.2990368776524832,-1.1864781810032694,25.20374014797489,24.904703270322408,-0.2990368776524832,-1.1864781810032694,2520.374014797489,2490.4703270322407,-29.903687765248378,0.9945741771282052,0.9951866601532032,0.0006124830249980562,0.06158243789986358
