bus,pre_fault_V_mag,pre_fault_V_ang_deg,P_net,Q_net,P_gen,Q_gen,P_conv,Q_conv,P_load,Q_load,P_shunt,Q_shunt,I_SCC_mag_pu,I_SCC_ang_deg,SCL_pu,SCL_MVA
20,1.0083253659567402,-24.824202234426224,-0.15299999999999936,-0.050000000000000024,6.38378239159465e-16,-2.0816681711721685e-17,0.0,0.0,0.153,0.05,0.0,-0.07320384314148917,10.485386855407976,-95.64499675525565,10.485386855407976,1048.5386855407976
21,0.9825535944994511,-27.21882213263973,-0.7440000000000049,-0.2680000000000006,-4.773959005888173e-15,-6.106226635438361e-16,0.0,0.0,0.7440000000000001,0.268,0.0,0.0,16.102004948010105,-99.76233258746748,16.102004948010105,1610.2004948010106
5,1.0103042323820983,-25.888456739348946,-0.1400000000000041,-0.03199999999999852,-4.08006961549745e-15,1.4779844015322396e-15,0.0,0.0,0.14,0.032,0.0,0.0,11.955702040937021,-95.60932764627475,11.955702040937021,1195.5702040937022
1,1.022276480539903,-16.153729247677656,-2.269909772456342e-15,1.0895566907790443e-14,-2.269909772456342e-15,1.0895566907790443e-14,0.0,0.0,0.0,0.0,0.0,0.0,32.49311521822343,-101.49795340567164,32.49311521822343,3249.311521822343
56,1.022100234748948,-17.556728136681286,-0.14000000000000004,-0.03699999999999842,-2.7755575615628914e-17,1.582067810090848e-15,0.0,0.0,0.14,0.037000000000000005,0.0,0.0,18.432962920168013,-100.41606518522377,18.432962920168013,1843.2962920168013
29,1.023422297543959,-17.575975354015068,-2.7269447967553946e-15,-1.454370558269544e-14,-2.7269447967553946e-15,-1.454370558269544e-14,0.0,0.0,0.0,0.0,0.0,0.0,35.562059082933374,-103.11968042731344,35.562059082933374,3556.2059082933374
30,1.0060969035267682,-21.28808115498386,-0.23400000000000662,-0.06199999999999645,-6.63358257213531e-15,3.552713678800501e-15,0.0,0.0,0.23399999999999999,0.062,0.0,0.0,21.05729635164299,-101.84718037249228,21.05729635164299,2105.729635164299
3,0.9983181254620667,-21.91134424896609,-0.12300000000000127,-0.04999999999999484,-1.2628786905111156e-15,5.162537064506978e-15,0.0,0.0,0.12300000000000001,0.05,0.0,0.0,20.418201893167243,-102.97071740024928,20.418201893167243,2041.8201893167243
32,1.0089435588821036,-20.811571967716343,4.312586623029911e-15,2.5091413079446757e-14,4.312586623029911e-15,2.5091413079446757e-14,0.0,0.0,0.0,0.0,0.0,0.0,21.837785225240783,-101.41639560196401,21.837785225240783,2183.778522524078
33,1.0124477260998226,-22.381532203484724,-0.27999999999999964,-0.059999999999996126,3.885780586188048e-16,3.8719027983802334e-15,0.0,0.0,0.28,0.06,0.0,0.0,12.280622727203564,-101.85277079429369,12.280622727203564,1228.0622727203563
34,1.004788081024101,-25.45597836795395,-0.22740000000000138,-0.029999999999998125,-1.3877787807814457e-15,1.8735013540549517e-15,0.0,0.0,0.2274,0.03,0.0,0.0,11.848450490831375,-96.97640131936238,11.848450490831375,1184.8450490831376
35,1.0234762983770598,-16.938894967059763,0.0,-7.272236490344566e-15,0.0,-7.272236490344566e-15,0.0,0.0,0.0,0.0,0.0,0.0,25.054983065892962,-101.67216001267845,25.054983065892962,2505.498306589296
37,1.0070492768020025,-26.50454407282651,-0.2700000000000507,-0.029999999999996092,-5.0681681074138396e-14,3.9065972678997696e-15,0.0,0.0,0.27,0.03,0.0,0.0,10.868223643502795,-93.71060236000166,10.868223643502795,1086.8223643502795
38,1.022522737543771,-16.143101464069886,-2.043410915562913e-15,-7.26546103311258e-15,-2.043410915562913e-15,-7.26546103311258e-15,0.0,0.0,0.0,0.0,0.002927547696623222,0.0,39.45999072205638,-101.19572931774283,39.45999072205638,3945.999072205638
39,1.0090900963401228,-19.432066811048948,-1.344378070653626e-15,1.434003275363868e-14,-1.344378070653626e-15,1.434003275363868e-14,0.0,0.0,0.0,0.0,0.0,0.0,34.973861663799674,-101.74482041180626,34.973861663799674,3497.3861663799676
40,0.9983149497631373,-21.412646682155454,8.866817944436332e-16,-1.4186908711098131e-14,8.866817944436332e-16,-1.4186908711098131e-14,0.0,0.0,0.0,0.0,0.0011959592867046903,0.0,27.859458740758726,-102.06212455381845,27.859458740758726,2785.945874075873
41,1.001107702668621,-22.300845902682937,3.0009226184072056e-15,1.7783245146116774e-14,3.0009226184072056e-15,1.7783245146116774e-14,0.0,0.0,0.0,0.0,0.001403103285279422,0.0,27.912381827905403,-103.68097780720176,27.912381827905403,2791.23818279054
24,0.9884458708722458,-26.34609395703932,-0.3630000000000002,-0.10400000000000137,-2.220446049250313e-16,-1.3600232051658168e-15,0.0,0.0,0.363,0.10400000000000001,0.0,0.0,18.65974384678267,-94.4288104836068,18.65974384678267,1865.9743846782671
47,0.9789100842606547,-23.770378957095236,7.172936196253945e-15,1.3911148986674316e-14,7.172936196253945e-15,1.3911148986674316e-14,0.0,0.0,0.0,0.0,0.0005749589718403213,0.0,30.393063343895378,-104.52719126096969,30.393063343895378,3039.306334389538
44,1.02,-24.692215255222756,-0.3980000000000004,0.2235033363536455,0.19999999999999957,0.3465033363536455,0.0,0.0,0.598,0.12300000000000001,0.0,0.0,30.004546607841153,-102.84586174486127,30.004546607841153,3000.4546607841153
14,1.0088223898384985,-25.36464129187916,-0.12200000000000016,-0.10200000000000355,0.09999999999999984,0.04999999999999645,0.0,0.0,0.222,0.152,0.0,-0.07327602822524108,20.578329783003362,-103.76042359329522,20.578329783003362,2057.832978300336
54,0.9884034786969281,-26.195671909201906,-0.12430000000007009,-0.05730000000005771,-7.009670621727082e-14,-5.770384170489251e-14,0.0,0.0,0.1243,0.057300000000000004,0.0,0.0,26.584502342635325,-100.97227376818867,26.584502342635325,2658.4502342635324
53,0.9810005966768099,-23.962995131337312,0.40499999999999786,0.17199999999997417,0.9999999999999978,0.4499999999999742,0.0,0.0,0.595,0.278,0.0003849448682721029,0.0,30.321017440870357,-104.80698798433916,30.321017440870357,3032.1017440870355
28,1.03,-15.185672467535952,1.4999999999999984,0.10299929674141196,1.4999999999999984,0.10299929674141196,0.0,0.0,0.0,0.0,0.0,0.0,63.61803286341102,-102.95900843523488,63.61803286341102,6361.803286341102
50,1.02,-23.320598105303375,0.23900000000000007,0.09728061353496273,0.38000000000000006,0.12728061353496273,0.0,0.0,0.141,0.03,0.0,0.0,12.844010244825157,-100.72365080559487,12.844010244825157,1284.4010244825156
48,0.9951866601532031,-26.433830878568862,-0.397999999999992,-0.2649999999999933,0.1600000000000079,-0.1399999999999933,0.0,0.0,0.5579999999999999,0.125,0.0,0.0,25.21774802681914,-104.4697085210264,25.21774802681914,2521.774802681914
